type,channel,date,text,views,reactions_count,post_id,reply_to_post_id,clean_text,emotion,emotion_v2
comment,centralbank_russia,2024-04-10 12:07:14+00:00,"Не зарекайтесь, что что-то  не будет. Сейчас всё возможно. Только вот интересно есть ли у ЦБ и на такую ситуацию  какая-нибудь стратегия. Считать надо все исходы и мифические и реальные. В своё время и в развал СССР никто не верил.",0,0,84097,1704.0,"Не зарекайтесь, что что-то не будет. Сейчас всё возможно. Только вот интересно есть ли у ЦБ и на такую ситуацию какая-нибудь стратегия. Считать надо все исходы и мифические и реальные. В своё время и в развал СССР никто не верил.",Anxiety,Anxiety
comment,spydell_finance,2026-03-13 17:34:38+00:00,"Ормузский пролив открыт, просто иранцы стреляют по кораблям — глава Пентагона Хегсет. Трамп призвал корабли двигаться через него и сохранять мужество. По словам, Трампа страны Персидского залива хорошо отражают удары Ирана. Президент США заявил, что война с Ираном закончится, “когда я почувствую это нутром""",0,10,1163731,9371.0,"Ормузский пролив открыт, просто иранцы стреляют по кораблям — глава Пентагона Хегсет. Трамп призвал корабли двигаться через него и сохранять мужество. По словам, Трампа страны Персидского залива хорошо отражают удары Ирана. Президент США заявил, что война с Ираном закончится, “когда я почувствую это нутром""",Anxiety,Anxiety
comment,Coin_Post,2024-05-09 19:11:38+00:00,ну так прям в точку,0,0,1713809,13326.0,ну так прям в точку,Neutral,Neutral
comment,spydell_finance,2024-05-26 20:39:10+00:00,"Допустим человек поставил задачу и не смотрит решение, ИИ перестанет мылить? Все верно? Вы что издеваетесь? Сомневаетесь в объективности существования больших языковых моделей?",0,0,705955,5415.0,"Допустим человек поставил задачу и не смотрит решение, ИИ перестанет мылить? Все верно? Вы что издеваетесь? Сомневаетесь в объективности существования больших языковых моделей?",Aggression,Aggression
comment,spydell_finance,2025-10-12 18:06:21+00:00,"Там арестована валюта из РФ, передаётся Киеву, не так разве?

Вы пишете, что РФ можно и валютой платить",0,2,1070414,8464.0,"Там арестована валюта из РФ, передаётся Киеву, не так разве? Вы пишете, что РФ можно и валютой платить",Anxiety,Anxiety
comment,Coin_Post,2025-04-14 14:54:32+00:00,"В крипте есть токены, привязанные  к золоту, кста",0,0,1881180,15501.0,"В крипте есть токены, привязанные к золоту, кста",Neutral,Neutral
comment,spydell_finance,2023-03-23 07:44:44+00:00,"Чтобы субъектность стала что то серьезное значить она должна начать генерировать технологические изменения.  
Пока что никакой третий второй и прочие миры на это не способны. У них не та  политико социальная система, которая на это способна.",0,3,446647,3030.0,"Чтобы субъектность стала что то серьезное значить она должна начать генерировать технологические изменения. Пока что никакой третий второй и прочие миры на это не способны. У них не та политико социальная система, которая на это способна.",Neutral,Neutral
comment,swaneconomy,2024-07-09 02:20:38+00:00,"Ты, давай ещё чаще подтирай и редактируй свои комменты, после каждого обс@ра, чмоня, главное чтобы ты сам понимаешь какое ты жалкое, тупое ничтожество😂😂😂",0,1,119220,2481.0,"Ты, давай ещё чаще подтирай и редактируй свои комменты, после каждого обс, чмоня, главное чтобы ты сам понимаешь какое ты жалкое, тупое ничтожество:смеется_до_слез::смеется_до_слез::смеется_до_слез:",Aggression,Aggression
comment,spydell_finance,2023-07-06 18:03:48+00:00,"А я о чем-то другом говорю? Как раз о черном и белом , и перегибании палки, что у нас что на условном западе. Нет, вы опять утверждаете, что навязывание нашим государством уроков есть лишь польза, а там видите лишь иточник зла. Ну смешно же, зная историю России вы отрицаете, что и у нас были страницы о которых все пытаются забыть или преподнести под соусом мммм..западных болезней . Но в нашей стране были рабство, геноциды, тоталитаризм и мужеложество в духовенстве , зачем это отрицать? 
Второй вопрос, а вы уверены , что жить и учить детей дружбе, любви по методичке написанной может быть не совсем компетентными людьми, норма?
Может норма, что ребенок растет в нормальной здоровой среде , где минимум разводов, а их больше чем на условном западе и тд, семьи с детьми не выживают, а имеют нормальный доход, работающие нищие знаком такой термин?",0,0,520629,3706.0,"А я о чем-то другом говорю? Как раз о черном и белом , и перегибании палки, что у нас что на условном западе. Нет, вы опять утверждаете, что навязывание нашим государством уроков есть лишь польза, а там видите лишь иточник зла. Ну смешно же, зная историю России вы отрицаете, что и у нас были страницы о которых все пытаются забыть или преподнести под соусом мммм..западных болезней . Но в нашей стране были рабство, геноциды, тоталитаризм и мужеложество в духовенстве , зачем это отрицать? Второй вопрос, а вы уверены , что жить и учить детей дружбе, любви по методичке написанной может быть не совсем компетентными людьми, норма? Может норма, что ребенок растет в нормальной здоровой среде , где минимум разводов, а их больше чем на условном западе и тд, семьи с детьми не выживают, а имеют нормальный доход, работающие нищие знаком такой термин?",Aggression,Aggression
comment,spydell_finance,2022-03-29 12:50:12+00:00,На кухне может быть любой курс. Где они рубль то возьмут? 🤣,0,1,33496,390.0,На кухне может быть любой курс. Где они рубль то возьмут? :катается_со_смеху:,Aggression,Aggression
comment,Coin_Post,2024-03-14 16:10:19+00:00,а что такое? самая свободная страна в мире,0,0,1678510,12924.0,а что такое? самая свободная страна в мире,Neutral,Neutral
comment,Coin_Post,2024-06-18 19:36:45+00:00,"Обрушили доллар, через продажу юнаня в стакане cny/rur. 😁",0,0,1735660,13594.0,"Обрушили доллар, через продажу юнаня в стакане cny/rur. :светится_от_счастья:",Hope,Hope
comment,Coin_Post,2026-01-21 17:19:16+00:00,Гренландия и потом Канада будут присоеденены,0,0,1960850,17402.0,Гренландия и потом Канада будут присоеденены,Aggression,Aggression
comment,spydell_finance,2023-11-26 10:08:09+00:00,"Да, невыгоден даже в Германии. У нас подавно.
И теплоноситель особого значения не имеет.",0,0,604151,4562.0,"Да, невыгоден даже в Германии. У нас подавно. И теплоноситель особого значения не имеет.",Neutral,Neutral
comment,Coin_Post,2024-12-24 04:22:22+00:00,А у нас всë путём. Ещё бы налоги с прибыли уменьшили или хотя бы с 10к прибыли удерживали. Иногда дивы приходят менее 200 руб и то налог с них моментом высчитывают. Я так на яхту не соберу 🤨😁,0,0,1823920,14805.0,А у нас всë путём. Ещё бы налоги с прибыли уменьшили или хотя бы с 10к прибыли удерживали. Иногда дивы приходят менее 200 руб и то налог с них моментом высчитывают. Я так на яхту не соберу :не_верит::светится_от_счастья:,Anxiety,Anxiety
comment,spydell_finance,2025-02-14 11:33:44+00:00,Мои домыслы против ваших. Причем вы прячетесь вдобавок.,0,0,919210,7053.0,Мои домыслы против ваших. Причем вы прячетесь вдобавок.,Aggression,Aggression
comment,spydell_finance,2023-09-03 08:46:59+00:00,"Продразверстка, которая началась при царях не идёт в сравнение с устроенной коммунистами. И да, продразверстка в ПМВ - это тоже проблема, которая стала следствием инфляции из-за трат на войну.",0,0,562734,4035.0,"Продразверстка, которая началась при царях не идёт в сравнение с устроенной коммунистами. И да, продразверстка в ПМВ - это тоже проблема, которая стала следствием инфляции из-за трат на войну.",Anxiety,Anxiety
comment,spydell_finance,2025-08-20 21:29:04+00:00,"Не драматизируйте, пожалуйста. Радикализм это, пожалуй, лишнее.
Уж, извините, вспомнила «…… , пьешь и не женат, значит Путин виноват»",0,4,1048172,8164.0,"Не драматизируйте, пожалуйста. Радикализм это, пожалуй, лишнее. Уж, извините, вспомнила «…… , пьешь и не женат, значит Путин виноват»",Neutral,Neutral
comment,spydell_finance,2024-10-13 09:09:39+00:00,"Швобода шлова, вы чего",0,0,831122,6305.0,"Швобода шлова, вы чего",Aggression,Aggression
post,swaneconomy,2025-04-29 15:56:33+00:00,"Экономический закон тяготения

Премьер-министр Армении Никол Пашинян заявил, что «мы не намерены обострять, разрывать или портить наши отношения с Россией». По сути, это — констатация экономического закона тяготения.

Армения — в ЕАЭС, у неё тесные экономические связи с Россией. Достаточно посмотреть, сколько составляет торговый оборот Армения-Россия и сравнить обороты сделок с США и с двадцатью странами еврозоны. Как говорится, небо и земля.

ВВП Армении в 2022 году вырос на 12,6%, в 2023 году — ещё на 8,3%. По итогу прошлого года подъём экономики составил 5,9%. За последние шесть лет ВВП Армении поднялся на 43,5%, из которых 29,1% пришлось на три последних года.

Удивительно, но в Ереване всё равно есть политики, которые хотят видеть будущее Армении в Евросоюзе. Опять какой-то миф о «процветающей Европе» кого-то манит. И ведь, не менее важно, что условия, на которых ЕС якобы ждёт новых участников, дискриминационные.

И торговать нормально не хотят давать — вводят всякие квоты и ограничения. Да и по факту проделывают трюки как это случилось, например, с Северной Македонией. Тогда эта страна (она называлась Македонией) заманивалась в ЕС, но в итоге оказалась в НАТО, а обещаниями про вхождение в Евросоюз Скопье продолжают кормить уже годами. А всё потому, что нужно было сделать такой трюк: записать в ряды Североатлантического союза новую страну, повесить на неё обязательства всякие разные, и дело — в шляпе. А ЕС? А идея «вступления в ЕС» выступила приманкой.

Да разве это единственный обман западников? Да их полно. Поэтому можно приветствовать, что говорит премьер-министр Армении по поводу взаимодействия с Россией. Нужно выбирать проверенных друзей, а не тех политиканов, которые приезжают из Брюсселя и Вашингтона и рассказывают всякие там сказки.",32639,357,3469,,"Экономический закон тяготения Премьер-министр Армении Никол Пашинян заявил, что «мы не намерены обострять, разрывать или портить наши отношения с Россией». По сути, это — констатация экономического закона тяготения. Армения — в ЕАЭС, у неё тесные экономические связи с Россией. Достаточно посмотреть, сколько составляет торговый оборот Армения-Россия и сравнить обороты сделок с США и с двадцатью странами еврозоны. Как говорится, небо и земля. ВВП Армении в 2022 году вырос на 12,6%, в 2023 году — ещё на 8,3%. По итогу прошлого года подъём экономики составил 5,9%. За последние шесть лет ВВП Армении поднялся на 43,5%, из которых 29,1% пришлось на три последних года. Удивительно, но в Ереване всё равно есть политики, которые хотят видеть будущее Армении в Евросоюзе. Опять какой-то миф о «процветающей Европе» кого-то манит. И ведь, не менее важно, что условия, на которых ЕС якобы ждёт новых участников, дискриминационные. И торговать нормально не хотят давать — вводят всякие квоты и ограничения. Да и по факту проделывают трюки как это случилось, например, с Северной Македонией. Тогда эта страна (она называлась Македонией) заманивалась в ЕС, но в итоге оказалась в НАТО, а обещаниями про вхождение в Евросоюз Скопье продолжают кормить уже годами. А всё потому, что нужно было сделать такой трюк: записать в ряды Североатлантического союза новую страну, повесить на неё обязательства всякие разные, и дело — в шляпе. А ЕС? А идея «вступления в ЕС» выступила приманкой. Да разве это единственный обман западников? Да их полно. Поэтому можно приветствовать, что говорит премьер-министр Армении по поводу взаимодействия с Россией. Нужно выбирать проверенных друзей, а не тех политиканов, которые приезжают из Брюсселя и Вашингтона и рассказывают всякие там сказки.",Neutral,Disappointment
comment,centralbank_russia,2025-07-18 10:54:50+00:00,у нас вообще есть фондовы рынок😶? А в Китае он какой есть🫢,0,0,164940,2768.0,у нас вообще есть фондовы рынок:лицо_без_рта:? А в Китае он какой есть:прикрывает_рот_рукой_с_открытыми_глазами:,Anxiety,Anxiety
comment,spydell_finance,2024-12-02 05:35:05+00:00,"Что будет с денежной массой при этом ? Она резко вырастет , если м2 вырастает , а товарная масса нет либо с задержкой , что будет ?)",0,1,866257,6610.0,"Что будет с денежной массой при этом ? Она резко вырастет , если м2 вырастает , а товарная масса нет либо с задержкой , что будет ?)",Anxiety,Anxiety
comment,Coin_Post,2025-02-02 08:49:58+00:00,"Сейчас самое время пост про Сальвадор закинуть, как жестокий президент дампит рынок 🤣",0,2,1848206,15050.0,"Сейчас самое время пост про Сальвадор закинуть, как жестокий президент дампит рынок :катается_со_смеху:",Aggression,Aggression
comment,spydell_finance,2022-03-24 17:09:39+00:00,Обвалят они. Нерезеденты. Да. И сделают это именно крупные держатели. И свою цену они то как раз и получат. Глупость.,0,0,23782,343.0,Обвалят они. Нерезеденты. Да. И сделают это именно крупные держатели. И свою цену они то как раз и получат. Глупость.,Anxiety,Anxiety
comment,centralbank_russia,2024-03-19 15:57:04+00:00,"Срок выплаты должен быть указан в договоре страхования. Как правило, это 10 рабочих дней с момента получения страховой компанией заявления на выплату средств.",0,0,81750,1650.0,"Срок выплаты должен быть указан в договоре страхования. Как правило, это 10 рабочих дней с момента получения страховой компанией заявления на выплату средств.",Neutral,Neutral
comment,Coin_Post,2025-10-02 14:10:07+00:00,жаль что такой канал имеет столько подписчиков и не выбирает какого рекламить,0,0,1930184,16625.0,жаль что такой канал имеет столько подписчиков и не выбирает какого рекламить,Neutral,Disappointment
comment,spydell_finance,2022-11-12 07:11:25+00:00,Нет. Это как соринка. Которая ничего не значит.,0,0,337431,2247.0,Нет. Это как соринка. Которая ничего не значит.,Neutral,Neutral
comment,spydell_finance,2023-07-19 06:50:33+00:00,"Я их предоставил, тебе они не нравятся, но при этом ты других не даешь, как так?",0,0,528215,3786.0,"Я их предоставил, тебе они не нравятся, но при этом ты других не даешь, как так?",Aggression,Aggression
comment,spydell_finance,2023-09-10 11:27:20+00:00,"Маленькая ремарка, походу дискуссии ещё штуки четыре крупные сети прибавились, которые сходу не вспомнились. Уже штук 8-10 сетей набралось на слуху которые",0,0,566049,4080.0,"Маленькая ремарка, походу дискуссии ещё штуки четыре крупные сети прибавились, которые сходу не вспомнились. Уже штук 8-10 сетей набралось на слуху которые",Neutral,Neutral
comment,spydell_finance,2024-01-26 07:09:40+00:00,"Ну вы не правы. Что же шустрый Ульянов и остальные разночинцы не смогли устроится? Вроде всё же было. Вы же не будете утверждать, что наша оппозиция это тупые и ленивые лузеры. А именно они дышат ядом, именно их оттирают от власти. Они совсем не бедные и не живут от зарплаты до зарплаты. Просто мало быть шустрым, надо ещё и язык длинный иметь, что бы лизать. Они и лизали, но у кого то язык оказался длиннее и они обиделись.",0,0,627714,4909.0,"Ну вы не правы. Что же шустрый Ульянов и остальные разночинцы не смогли устроится? Вроде всё же было. Вы же не будете утверждать, что наша оппозиция это тупые и ленивые лузеры. А именно они дышат ядом, именно их оттирают от власти. Они совсем не бедные и не живут от зарплаты до зарплаты. Просто мало быть шустрым, надо ещё и язык длинный иметь, что бы лизать. Они и лизали, но у кого то язык оказался длиннее и они обиделись.",Aggression,Aggression
comment,Coin_Post,2025-07-18 09:08:51+00:00,"Я выкуплю просадочку на 100к, а на 119к не интересно откупать",0,5,1912189,16147.0,"Я выкуплю просадочку на 100к, а на 119к не интересно откупать",Neutral,Neutral
comment,spydell_finance,2023-03-12 19:14:11+00:00,Что-то Вы сегодня без былого задора прям,0,0,433474,2965.0,Что-то Вы сегодня без былого задора прям,Neutral,Disappointment
comment,centralbank_russia,2023-04-10 11:51:39+00:00,"Подскажите, сохранилось ли обязательное требование по конвертации доллара, через рубли в местную валюту, для физ. лиц? (например лари, лиры и тп) 
Если да, скиньте пожалуйста ссылку на документ.",0,0,6069,968.0,"Подскажите, сохранилось ли обязательное требование по конвертации доллара, через рубли в местную валюту, для физ. лиц? (например лари, лиры и тп) Если да, скиньте пожалуйста ссылку на документ.",Neutral,Neutral
comment,spydell_finance,2023-12-28 08:07:21+00:00,"Бесконечно интересно, что же там российского на 30%",0,0,616303,4771.0,"Бесконечно интересно, что же там российского на 30%",Neutral,Neutral
comment,spydell_finance,2025-09-29 12:27:38+00:00,"На арене все те же 😂😂😂 

Рубини как всегда предсказывает кризис .  Еще пара перма-медведей с Уолл-Стрит.",0,0,1063246,8394.0,На арене все те же :смеется_до_слез::смеется_до_слез::смеется_до_слез: Рубини как всегда предсказывает кризис . Еще пара перма-медведей с Уолл-Стрит.,Anxiety,Anxiety
comment,spydell_finance,2024-03-14 09:33:13+00:00,"Ну там у вас статистика по месяцам, год в году…может автор годовую брал, год к году…может и на инфляцию дисконтировал еще, тогда уж точно в минус будет",0,0,645970,5062.0,"Ну там у вас статистика по месяцам, год в году…может автор годовую брал, год к году…может и на инфляцию дисконтировал еще, тогда уж точно в минус будет",Neutral,Uncertainty
comment,spydell_finance,2024-10-11 15:44:12+00:00,Американская империя лжи окончательно запуталась в своём вранье.,0,1,830184,6299.0,Американская империя лжи окончательно запуталась в своём вранье.,Aggression,Aggression
comment,Coin_Post,2025-08-14 04:59:09+00:00,"Мы смотрим на СМС, на некоторых отдельных биржах вполне мог – на Binance, например",0,0,1918009,16323.0,"Мы смотрим на СМС, на некоторых отдельных биржах вполне мог – на Binance, например",Neutral,Neutral
comment,spydell_finance,2025-10-11 04:40:32+00:00,"Ну как это геополитика не влияет? Очень даже влияет, ночью убедились в очередной раз)",0,0,1069469,8462.0,"Ну как это геополитика не влияет? Очень даже влияет, ночью убедились в очередной раз)",Anxiety,Anxiety
comment,spydell_finance,2025-05-18 06:02:59+00:00,"Три года - это не достаточно. Все намного хуже - отбор по партийной принадлежности начинается еще в приемной комиссии аспирантуры по экономике. Предполагаемых сторонников республиканцев просто не берут в аспирантуру. А если кто-то все-таки проник, то им не дают защититься и получить степень. В общем докторами экономики наверное становятся исключительно сторонники демократов. 

Так что республиканцев просто не откуда взять для работы в ФРС. 🤷‍♂️🤷‍♂️🤷‍♂️",0,1,986619,7622.0,"Три года - это не достаточно. Все намного хуже - отбор по партийной принадлежности начинается еще в приемной комиссии аспирантуры по экономике. Предполагаемых сторонников республиканцев просто не берут в аспирантуру. А если кто-то все-таки проник, то им не дают защититься и получить степень. В общем докторами экономики наверное становятся исключительно сторонники демократов. Так что республиканцев просто не откуда взять для работы в ФРС. :мужчина_пожимает_плечами::мужчина_пожимает_плечами::мужчина_пожимает_плечами:",Aggression,Aggression
comment,spydell_finance,2024-08-22 08:48:04+00:00,"Но что же являлось  и  является топливом для роста активов в пиндостане и Европе? Механизм керри-трейда с японской йеной. Общий объем - 4 трлн долларов. На траектории укрепления йены все посыпется. Но что будет способствовать укреплению йены? Снижение ставки в Пиндостане. И чем резче будет снижение, тем эпичнее будет обвал активов.
   Детонация должна произойти после выборов. Но есть вероятность и до. Если ставка будет снижена на 0.5%. Обвал ускорит снижение ставки в США, укрепление йены  и по механизму обратной связи эскалирует обвал фондовых рынков.",0,1,790716,5971.0,"Но что же являлось и является топливом для роста активов в пиндостане и Европе? Механизм керри-трейда с японской йеной. Общий объем - 4 трлн долларов. На траектории укрепления йены все посыпется. Но что будет способствовать укреплению йены? Снижение ставки в Пиндостане. И чем резче будет снижение, тем эпичнее будет обвал активов. Детонация должна произойти после выборов. Но есть вероятность и до. Если ставка будет снижена на 0.5%. Обвал ускорит снижение ставки в США, укрепление йены и по механизму обратной связи эскалирует обвал фондовых рынков.",Anxiety,Anxiety
post,Coin_Post,2022-01-12 15:05:23+00:00,"Аналитики Fidelity предложили собственную модель спроса и предложения биткоина и их анализ показывает, что $40k сегодня такая же сильная поддержка, как $30k летом прошлого года 🤔

Это не значит, что цена не может упасть ниже здесь и сейчас, но они указывают на общий курс BTC к отметке в $100k.",42466,199,7489,,"Аналитики Fidelity предложили собственную модель спроса и предложения биткоина и их анализ показывает, что $40k сегодня такая же сильная поддержка, как $30k летом прошлого года :думает: Это не значит, что цена не может упасть ниже здесь и сейчас, но они указывают на общий курс BTC к отметке в $100k.",Neutral,Uncertainty
comment,spydell_finance,2022-12-29 07:34:07+00:00,"Какой смысл пересчитывать в доллары? Если и цены совсем другие на все, рублевые? Начиная от еды и заканчивая недвижимостью. Элементарно дом в рублях стоит 30 млн, в долларах это 400т, а в штатах такой дом стоит 800 тд. Ну и?",0,0,373852,2542.0,"Какой смысл пересчитывать в доллары? Если и цены совсем другие на все, рублевые? Начиная от еды и заканчивая недвижимостью. Элементарно дом в рублях стоит 30 млн, в долларах это 400т, а в штатах такой дом стоит 800 тд. Ну и?",Anxiety,Anxiety
post,russianmacro,2023-01-31 10:12:45+00:00,"ЭКОНОМИКИ СТРАН ЕВРОЗОНЫ: ЦИФРЫ ЛУЧШЕ ПРОГНОЗА, ТЕМПЫ СОХРАНЯЮТСЯ ПОЛОЖИТЕЛЬНЫМИ

Согласно предварительным данным Евростата, ВВП Еврозоны в 4К2022 составил 0.1% квкв vs 0.3% квкв в 3К2022 (прогноз: -0.1% квкв). Годовые темпы: 1.9% гг vs 2.3% гг (прогноз: 1.8% гг) кварталом ранее.

Статистика вышла лучше предварительных ожиданий, помесячные темпы сохранили рост, вопреки ожидавшемуся снижению. Ключевая экономика континента, Германия, показала до этого сокращение, в минусе и Италия, но с другой стороны в плюсе Испания и Франция. 

Согласно опубликованному сегодня прогнозу МВФ в Еврозоне ожидается по итогам 2023 года рост на 0.7% гг (ранний прогноз: 0.5% гг)",49930,0,16336,,"ЭКОНОМИКИ СТРАН ЕВРОЗОНЫ: ЦИФРЫ ЛУЧШЕ ПРОГНОЗА, ТЕМПЫ СОХРАНЯЮТСЯ ПОЛОЖИТЕЛЬНЫМИ Согласно предварительным данным Евростата, ВВП Еврозоны в 4К2022 составил 0.1% квкв vs 0.3% квкв в 3К2022 (прогноз: -0.1% квкв). Годовые темпы: 1.9% гг vs 2.3% гг (прогноз: 1.8% гг) кварталом ранее. Статистика вышла лучше предварительных ожиданий, помесячные темпы сохранили рост, вопреки ожидавшемуся снижению. Ключевая экономика континента, Германия, показала до этого сокращение, в минусе и Италия, но с другой стороны в плюсе Испания и Франция. Согласно опубликованному сегодня прогнозу МВФ в Еврозоне ожидается по итогам 2023 года рост на 0.7% гг (ранний прогноз: 0.5% гг)",Neutral,Neutral
comment,swaneconomy,2026-04-09 19:10:00+00:00,"Наглядный пример того, что из себя представляет наша экономика. Как она была сырьевой, так и осталась. Пока с западом были хорошие отношения и цена на нефть держалась на высоком уровне все было хорошо. Стоило прекратить сотрудничество и все полетело вниз.",0,0,346837,4639.0,"Наглядный пример того, что из себя представляет наша экономика. Как она была сырьевой, так и осталась. Пока с западом были хорошие отношения и цена на нефть держалась на высоком уровне все было хорошо. Стоило прекратить сотрудничество и все полетело вниз.",Anxiety,Anxiety
comment,spydell_finance,2024-05-20 20:38:47+00:00,"Он не в душЕ, а в Реале)
Они же сейчас в одном классе, вместе перешли)
Она на него цыкнула, когда он одноклассникам плохо говорил про 75 школу (по факту тз всех синусов там было только на 18 учеников 3 плохо говорящих по Русски чёрненьких).",0,0,699856,5381.0,"Он не в душЕ, а в Реале) Они же сейчас в одном классе, вместе перешли) Она на него цыкнула, когда он одноклассникам плохо говорил про 75 школу (по факту тз всех синусов там было только на 18 учеников 3 плохо говорящих по Русски чёрненьких).",Neutral,Neutral
comment,spydell_finance,2024-06-22 23:33:37+00:00,когда эту пословицу придумали долларов еще не было. Значит это не про доллары.,0,0,732351,5581.0,когда эту пословицу придумали долларов еще не было. Значит это не про доллары.,Neutral,Neutral
comment,spydell_finance,2024-06-26 09:54:02+00:00,Рвба гниет с головы ....,0,0,735762,5594.0,Рвба гниет с головы ....,Aggression,Aggression
comment,spydell_finance,2022-03-08 03:15:31+00:00,Вопрос а насколько долго в текущей ситуации сохраниться старое понятие - рынок. Думается что эта экономическая модель уже более чем исчерпывающе продемонстрировала свою дальнейшую нежизнеспособность.,0,7,4486,124.0,Вопрос а насколько долго в текущей ситуации сохраниться старое понятие - рынок. Думается что эта экономическая модель уже более чем исчерпывающе продемонстрировала свою дальнейшую нежизнеспособность.,Anxiety,Anxiety
post,russianmacro,2022-01-28 06:26:23+00:00,"ВОЛНА ОМИКРОНА ДОБРАЛАСЬ И ДО СТРАН ВОСТОЧНОЙ ЕВРОПЫ

За последние сутки число новых выявленных случаев Covid-19 составило 3.550К vs 3.574К накануне. Смертность: 10.2К vs 10.5К двумя днями ранее

Сохраняется сильный рост в ведущей европейской экономике, Германии где новый рекорд теперь -  189К за сутки. В добавок, всплеск омикрона теперь захлестнул и страны Восточной Европы – максимальные отметки зафиксированы в Польше, Чехии, а два дня назад – в Румынии и Венгрии. Усилившийся тренд смертности преимущественно обусловлен увеличением летальных исходов в США, в большинстве случаем – все еще дельта",21342,0,13698,,"ВОЛНА ОМИКРОНА ДОБРАЛАСЬ И ДО СТРАН ВОСТОЧНОЙ ЕВРОПЫ За последние сутки число новых выявленных случаев Covid-19 составило 3.550К vs 3.574К накануне. Смертность: 10.2К vs 10.5К двумя днями ранее Сохраняется сильный рост в ведущей европейской экономике, Германии где новый рекорд теперь - 189К за сутки. В добавок, всплеск омикрона теперь захлестнул и страны Восточной Европы – максимальные отметки зафиксированы в Польше, Чехии, а два дня назад – в Румынии и Венгрии. Усилившийся тренд смертности преимущественно обусловлен увеличением летальных исходов в США, в большинстве случаем – все еще дельта",Anxiety,Anxiety
comment,spydell_finance,2022-03-27 23:28:50+00:00,"Свобода выбора. И возможности. Но, время было тяжелое, вы правы. Но, мне кажется, будет хуже чем в 90х в силу субьективных и обьективных причин. Впрочем, посиотрим",0,0,29510,376.0,"Свобода выбора. И возможности. Но, время было тяжелое, вы правы. Но, мне кажется, будет хуже чем в 90х в силу субьективных и обьективных причин. Впрочем, посиотрим",Anxiety,Anxiety
comment,spydell_finance,2022-04-07 17:20:45+00:00,"Ну Вы даёте!

Сравнивать Роскосмос с SpaceX это все равно,  что сравнивать Объединённую судостроительную корпорацию с танкером.",0,0,49064,501.0,"Ну Вы даёте! Сравнивать Роскосмос с SpaceX это все равно, что сравнивать Объединённую судостроительную корпорацию с танкером.",Aggression,Aggression
comment,spydell_finance,2026-03-03 14:40:20+00:00,ссылочку на источник можно?,0,0,1156184,9304.0,ссылочку на источник можно?,Neutral,Neutral
comment,spydell_finance,2023-04-06 15:54:54+00:00,"Глупости не пишите, Вам не идёт.
СССР развалили люди, которым отказывали в потребительских потребностях, исходя из того, что соцэкономика этого не тянула.",0,2,461747,3119.0,"Глупости не пишите, Вам не идёт. СССР развалили люди, которым отказывали в потребительских потребностях, исходя из того, что соцэкономика этого не тянула.",Aggression,Aggression
comment,spydell_finance,2024-08-05 10:25:48+00:00,"Производитель чипов Nvidia запускает производство обходящих санкции США чипов, разработанных с учетом экспортных ограничений Вашингтона. По данным двух источников, калифорнийский производитель чипов разработал для китайских клиентов модель B20, которая представляет собой упрощённую версию своего самого мощного графического процессора Blackwell, выпущенного в марте. 

Несмотря на ухудшение возможностей, B20 компенсирует это улучшенной пропускной способностью соединения. Он позволяет объединять несколько карт вместе, компенсируя меньшую вычислительную мощность одного графического процессора.


Вот значит как-без рынка Китая всем плохо!",0,2,780217,5859.0,"Производитель чипов Nvidia запускает производство обходящих санкции США чипов, разработанных с учетом экспортных ограничений Вашингтона. По данным двух источников, калифорнийский производитель чипов разработал для китайских клиентов модель B20, которая представляет собой упрощённую версию своего самого мощного графического процессора Blackwell, выпущенного в марте. Несмотря на ухудшение возможностей, B20 компенсирует это улучшенной пропускной способностью соединения. Он позволяет объединять несколько карт вместе, компенсируя меньшую вычислительную мощность одного графического процессора. Вот значит как-без рынка Китая всем плохо!",Anxiety,Anxiety
